objectId,nbErrors,errorsTypes,errorsMessages
o12453,14,"required,required,required,required,required,required,required,required,required,required,required,required,required,required",$.locations.orderedSlots[0].position est un champ obligatoire mais manquant    $.locations.orderedSlots[1].position est un champ obligatoire mais manquant    $.locations.orderedSlots[2].position est un champ obligatoire mais manquant    $.locations.calibrationPoints[0].position est un champ obligatoire mais manquant    $.locations.calibrationPoints[1].position est un champ obligatoire mais manquant    $.locations.calibrationPoints[2].position est un champ obligatoire mais manquant    $.locations.calibrationPoints[3].position est un champ obligatoire mais manquant    $.locations.calibrationPoints[4].position est un champ obligatoire mais manquant    $.locations.fixtures[0].slot est un champ obligatoire mais manquant    $.locations.fixtures[0].position est un champ obligatoire mais manquant    $.locations.fixtures[0].boundingBox est un champ obligatoire mais manquant    $.locations.fixtures[0].slot est un champ obligatoire mais manquant    $.locations.fixtures[0].boundingBox est un champ obligatoire mais manquant$.locations.fixtures[0].position est un champ obligatoire mais manquant
o21426,1,type,$.links.policy_areas: object a été trouvé     mais array est attendu
o69969,2,"pattern,readOnly",$.item_type.$ref ne correspond pas à lexpression régulière {1}$.status: est un champ en lecture seule et ne peut pas être modifié
o33131,39,"required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required",$.alarms[2].name est un champ obligatoire mais manquant    $.alarms[2].cell est un champ obligatoire mais manquant    $.alarms[2].expectedValue est un champ obligatoire mais manquant    $.alarms[2].name est un champ obligatoire mais manquant    $.alarms[2].cell est un champ obligatoire mais manquant    $.alarms[2].minValue est un champ obligatoire mais manquant    $.alarms[2].name est un champ obligatoire mais manquant    $.alarms[2].cell est un champ obligatoire mais manquant    $.alarms[2].maxValue est un champ obligatoire mais manquant    $.alarms[2].name est un champ obligatoire mais manquant    $.alarms[2].cell est un champ obligatoire mais manquant    $.alarms[2].minValue est un champ obligatoire mais manquant    $.alarms[2].maxValue est un champ obligatoire mais manquant    $.alarms[3].name est un champ obligatoire mais manquant    $.alarms[3].cell est un champ obligatoire mais manquant    $.alarms[3].expectedValue est un champ obligatoire mais manquant    $.alarms[3].name est un champ obligatoire mais manquant    $.alarms[3].cell est un champ obligatoire mais manquant    $.alarms[3].minValue est un champ obligatoire mais manquant    $.alarms[3].name est un champ obligatoire mais manquant    $.alarms[3].cell est un champ obligatoire mais manquant    $.alarms[3].maxValue est un champ obligatoire mais manquant    $.alarms[3].name est un champ obligatoire mais manquant    $.alarms[3].cell est un champ obligatoire mais manquant    $.alarms[3].minValue est un champ obligatoire mais manquant    $.alarms[3].maxValue est un champ obligatoire mais manquant    $.alarms[4].name est un champ obligatoire mais manquant    $.alarms[4].cell est un champ obligatoire mais manquant    $.alarms[4].expectedValue est un champ obligatoire mais manquant    $.alarms[4].name est un champ obligatoire mais manquant    $.alarms[4].cell est un champ obligatoire mais manquant    $.alarms[4].minValue est un champ obligatoire mais manquant    $.alarms[4].name est un champ obligatoire mais manquant    $.alarms[4].cell est un champ obligatoire mais manquant    $.alarms[4].maxValue est un champ obligatoire mais manquant    $.alarms[4].name est un champ obligatoire mais manquant    $.alarms[4].cell est un champ obligatoire mais manquant    $.alarms[4].minValue est un champ obligatoire mais manquant$.alarms[4].maxValue est un champ obligatoire mais manquant
o66693,1,required,$.requests[3].iteration_mode est un champ obligatoire mais manquant
o65425,3,"enum,enum,enum",$.data[1].data_type: na pas de valeur dans lénumération [financial_payment]    $.data[0].data_type: na pas de valeur dans lénumération [share_parcel]$.data[2].data_type: na pas de valeur dans lénumération [share_parcel]
o61535,9,"readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,required",$.machine.id: est un champ en lecture seule et ne peut pas être modifié    $.machine.name: est un champ en lecture seule et ne peut pas être modifié    $.user.firstName: est un champ en lecture seule et ne peut pas être modifié    $.user.id: est un champ en lecture seule et ne peut pas être modifié    $.user.infos[0].content: est un champ en lecture seule et ne peut pas être modifié    $.user.infos[0].id: est un champ en lecture seule et ne peut pas être modifié    $.user.infos[0].title: est un champ en lecture seule et ne peut pas être modifié    $.user.lastName: est un champ en lecture seule et ne peut pas être modifié$.user.email est un champ obligatoire mais manquant
o12972,4,"type,minItems,type,minItems",$.zones[0].questions[0].points: array a été trouvé     mais number est attendu    $.zones[0].questions[0].points: doit contenir au moins 1 éléments    $.zones[0].questions[0].alternatives[2].points: array a été trouvé     mais number est attendu$.zones[0].questions[0].alternatives[2].points: doit contenir au moins 1 éléments
o75565,7,"required,required,required,required,required,required,additionalProperties",$.shipment.pickup.pickup_address.last_name est un champ obligatoire mais manquant    $.shipment.pickup.pickup_address.street est un champ obligatoire mais manquant    $.shipment.pickup.pickup_address.street_no est un champ obligatoire mais manquant    $.shipment.pickup.pickup_address.city est un champ obligatoire mais manquant    $.shipment.pickup.pickup_address.zip_code est un champ obligatoire mais manquant    $.shipment.pickup.pickup_address.country est un champ obligatoire mais manquant$.shipment.pickup.pickup_address.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires
o21390,1,type,$.links.policy_areas: object a été trouvé     mais array est attendu
o3895,14,"required,required,required,required,required,required,required,required,required,required,required,required,required,required",$[3].type est un champ obligatoire mais manquant    $[3].name est un champ obligatoire mais manquant    $[3].inputs est un champ obligatoire mais manquant    $[3].anonymous est un champ obligatoire mais manquant    $[3].type est un champ obligatoire mais manquant    $[3].inputs est un champ obligatoire mais manquant    $[3].stateMutability est un champ obligatoire mais manquant    $[3].type est un champ obligatoire mais manquant    $[3].stateMutability est un champ obligatoire mais manquant    $[3].type est un champ obligatoire mais manquant    $[3].stateMutability est un champ obligatoire mais manquant    $[3].name est un champ obligatoire mais manquant    $[3].inputs est un champ obligatoire mais manquant$[3].stateMutability est un champ obligatoire mais manquant
o43345,69,"readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,required,readOnly,readOnly,readOnly,readOnly,readOnly,required",$.deprecated: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].name: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].code: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].codename: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].enterDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].exitDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].symbol.common: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].symbol.uncommon: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].symbol.rare: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].symbol.mythicRare: est un champ en lecture seule et ne peut pas être modifié    $.sets[0].symbol: est un champ en lecture seule et ne peut pas être modifié    $.sets[0]: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].name: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].code: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].codename: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].enterDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].exitDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].symbol.common: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].symbol.uncommon: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].symbol.rare: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].symbol.mythicRare: est un champ en lecture seule et ne peut pas être modifié    $.sets[1].symbol: est un champ en lecture seule et ne peut pas être modifié    $.sets[1]: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].name: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].code: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].codename: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].enterDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].exitDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].symbol.common: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].symbol.uncommon: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].symbol.rare: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].symbol.mythicRare: est un champ en lecture seule et ne peut pas être modifié    $.sets[2].symbol: est un champ en lecture seule et ne peut pas être modifié    $.sets[2]: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].name: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].code: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].codename: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].enterDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].exitDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].symbol.common: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].symbol.uncommon: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].symbol.rare: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].symbol.mythicRare: est un champ en lecture seule et ne peut pas être modifié    $.sets[3].symbol: est un champ en lecture seule et ne peut pas être modifié    $.sets[3]: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].name: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].code: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].codename: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].enterDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].exitDate: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].symbol.common: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].symbol.uncommon: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].symbol.rare: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].symbol.mythicRare: est un champ en lecture seule et ne peut pas être modifié    $.sets[4].symbol: est un champ en lecture seule et ne peut pas être modifié    $.sets[4]: est un champ en lecture seule et ne peut pas être modifié    $.sets: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].name: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].cardImageUrl: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].setCode: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].reason: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].announcementUrl: est un champ en lecture seule et ne peut pas être modifié    $.bans[0].cardName est un champ obligatoire mais manquant    $.bans[1].name: est un champ en lecture seule et ne peut pas être modifié    $.bans[1].cardImageUrl: est un champ en lecture seule et ne peut pas être modifié    $.bans[1].setCode: est un champ en lecture seule et ne peut pas être modifié    $.bans[1].reason: est un champ en lecture seule et ne peut pas être modifié    $.bans[1].announcementUrl: est un champ en lecture seule et ne peut pas être modifié$.bans[1].cardName est un champ obligatoire mais manquant
o23555,12,"type,type,required,type,type,type,type,type,type,required,type,type",$[0].owner.name.uri: object a été trouvé     mais string est attendu    $[0].owner.name.uri: object a été trouvé     mais null est attendu    $[0].owner.relationship.name est un champ obligatoire mais manquant    $[0].sellers_agent.name.uri: object a été trouvé     mais string est attendu    $[0].sellers_agent.name.uri: object a été trouvé     mais null est attendu    $[0].sellers_agent.place.uri: object a été trouvé     mais string est attendu    $[0].sellers_agent.place.uri: object a été trouvé     mais null est attendu    $[0].purchasing_agent.place.uri: object a été trouvé     mais string est attendu    $[0].purchasing_agent.place.uri: object a été trouvé     mais null est attendu    $[0].purchasing_agent.relationship.name est un champ obligatoire mais manquant    $[1].sellers_agent.name.uri: object a été trouvé     mais null est attendu$[1].sellers_agent.name.uri: object a été trouvé     mais string est attendu
o18633,9,"readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly,readOnly",$.task.completedAt: est un champ en lecture seule et ne peut pas être modifié    $.task.createdAt: est un champ en lecture seule et ne peut pas être modifié    $.task.id: est un champ en lecture seule et ne peut pas être modifié    $.task.spent: est un champ en lecture seule et ne peut pas être modifié    $.task.startedAt: est un champ en lecture seule et ne peut pas être modifié    $.task.status: est un champ en lecture seule et ne peut pas être modifié    $.task.title: est un champ en lecture seule et ne peut pas être modifié    $.task.user.id: est un champ en lecture seule et ne peut pas être modifié$.task.user.name: est un champ en lecture seule et ne peut pas être modifié
o21250,2,"type,type",$.access_limited.auth_bypass_ids: object a été trouvé     mais array est attendu$.access_limited.organisations: object a été trouvé     mais array est attendu
o21286,4,"type,type,type,type",$.details.groups[0].content_ids: object a été trouvé     mais array est attendu    $.details.groups[1].content_ids: object a été trouvé     mais array est attendu    $.details.groups[2].content_ids: object a été trouvé     mais array est attendu$.links.policy_areas: object a été trouvé     mais array est attendu
o21322,2,"type,type",$.access_limited.auth_bypass_ids: object a été trouvé     mais array est attendu$.access_limited.organisations: object a été trouvé     mais array est attendu
o14390,16,"format,format,format,format,format,format,format,format,format,format,format,format,format,format,format,format",$.contributors[0].emails[1]: ne correspond pas à Ys4mKeu9UFjRG@LCiVOSHmLcQgL.vqfs du modèle email    $.contributors[0].emails[2]: ne correspond pas à gNAi@daqUkcbkbSRTNxmtUkO.iwg du modèle email    $.contributors[0].emails[3]: ne correspond pas à wyaL@TEsCaruGmgwLkJnnrcKmnTeSsjYkZA.psw du modèle email    $.contributors[1].emails[0]: ne correspond pas à w4UYRyi@expcawxmgApMommPOyFylyLbeDaLc.en du modèle email    $.contributors[1].emails[1]: ne correspond pas à P3r@Nkham.vvz du modèle email    $.contributors[1].emails[2]: ne correspond pas à 0cgPtRIaksqohtU@pNglKQhNPhLiNb.ygd du modèle email    $.contributors[1].emails[3]: ne correspond pas à 2qdv@iPHNzEjyueBoJoSvydgeHfMSsBbzm.bcvg du modèle email    $.contributors[1].emails[4]: ne correspond pas à vkm7@bgkU.bu du modèle email    $.contributors[2].emails[0]: ne correspond pas à fPoKs1FXsWM@cjgADRHKIJvYuiIykUdLWmHImPk.ynxd du modèle email    $.contributors[2].emails[1]: ne correspond pas à 4s86yK2@EoL.sspx du modèle email    $.contributors[3].emails[0]: ne correspond pas à V7rvqi0hmF@ZqTKhzLNYDePcAWgcXtAhG.lyh du modèle email    $.contributors[3].emails[2]: ne correspond pas à 45DHvsB6ZIBeW@ZZAGYcgWrqJrEPvIWgwQ.lrq du modèle email    $.contributors[4].emails[0]: ne correspond pas à nOc@KyeQyHHZMfNaP.eda du modèle email    $.contributors[4].emails[1]: ne correspond pas à TyOpEEbfueKBe@NcHmJzbvoFsQJLLquAVjhJMUvhazEJF.kyq du modèle email    $.projectIssues.27F[1].estimatedTime: ne correspond pas à P du modèle duration$.projectIssues.050[0].estimatedTime: ne correspond pas à P du modèle duration
o82978,1,type,$.moderation_status: integer a été trouvé     mais string est attendu
o17383,1,const,$.head.annotation.type: doit être une valeur constante set-variable
o21246,1,type,$.links.policy_areas: object a été trouvé     mais array est attendu
o29389,5,"const,const,const,const,const",$.before.positions.quis541.item.kind: doit être une valeur constante tipwaste    $.before.positions.anim__.item.kind: doit être une valeur constante tipwaste    $.before.positions.anim__.item.kind: doit être une valeur constante tipbox    $.before.positions.eu_b77.item.kind: doit être une valeur constante tipbox$.before.positions.eu_b77.item.kind: doit être une valeur constante tipwaste
o21270,2,"type,type",$.links.original_primary_publishing_organisation: object a été trouvé     mais array est attendu$.links.policy_areas: object a été trouvé     mais array est attendu
