objectId,nbErrors,errorsTypes,errorsMessages
kb_734_Normalized,20,"required,required,required,type,type,required,type,type,type,type,type,type,required,type,type,required,required,required,required,required",$.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[0].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[1].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[2].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.containers[0].readinessProbe.tcpSocket.port est un champ obligatoire mais manquant    $.containers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.containers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.containers[1].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.containers[1].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.containers[1].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.containers[1].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.containers[1].livenessProbe.tcpSocket.port est un champ obligatoire mais manquant    $.containers[3].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.containers[3].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.containers[3].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.containers[3].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.containers[3].readinessProbe.httpGet.port est un champ obligatoire mais manquant    $.containers[3].readinessProbe.tcpSocket.port est un champ obligatoire mais manquant$.containers[3].startupProbe.httpGet.port est un champ obligatoire mais manquant
kb_743_Normalized,41,"type,type,type,type,type,type,required,required,type,type,type,type,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,type,type,required,required,required,required,required,required",$.spec.containers[0].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.spec.containers[0].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.spec.containers[0].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.spec.containers[0].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.spec.containers[0].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.spec.containers[0].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.spec.containers[1].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.spec.containers[1].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.spec.containers[1].livenessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.spec.containers[1].livenessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.spec.containers[3].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.spec.containers[3].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.spec.ephemeralContainers[1].livenessProbe.httpGet.port est un champ obligatoire mais manquant    $.spec.ephemeralContainers[1].livenessProbe.tcpSocket.port est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[0].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[1].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[3].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[0].downwardAPI.items[4].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[0].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[1].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[2].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[2].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[3].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[4].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[2].downwardAPI.items[4].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[4].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[4].downwardAPI.items[0].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[4].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[0].projected.sources[4].downwardAPI.items[1].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[4].emptyDir.sizeLimit: object a été trouvé     mais string est attendu    $.spec.volumes[4].emptyDir.sizeLimit: object a été trouvé     mais number est attendu    $.spec.volumes[4].projected.sources[1].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[4].projected.sources[1].downwardAPI.items[0].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[4].projected.sources[1].downwardAPI.items[1].resourceFieldRef.resource est un champ obligatoire mais manquant    $.spec.volumes[4].projected.sources[1].downwardAPI.items[2].fieldRef.fieldPath est un champ obligatoire mais manquant    $.spec.volumes[4].projected.sources[1].downwardAPI.items[2].resourceFieldRef.resource est un champ obligatoire mais manquant$.spec.volumes[4].projected.sources[1].downwardAPI.items[3].fieldRef.fieldPath est un champ obligatoire mais manquant
kb_809_Normalized,32,"required,required,type,type,type,type,type,type,type,type,required,type,type,required,required,required,required,type,type,required,type,type,required,type,type,required,required,type,type,required,type,type",$.template.spec.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[0].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.template.spec.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[1].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.template.spec.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[0].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].env[2].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[1].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[1].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.ephemeralContainers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[2].startupProbe.httpGet.port est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[2].startupProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[2].startupProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[3].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[3].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[3].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[3].startupProbe.httpGet.port est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[3].startupProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[3].startupProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[0].downwardAPI.items[2].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[0].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[1].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].downwardAPI.items[3].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[1].downwardAPI.items[3].resourceFieldRef.divisor: object a été trouvé     mais string est attendu$.template.spec.volumes[1].downwardAPI.items[3].resourceFieldRef.divisor: object a été trouvé     mais number est attendu
kb_739_Normalized,22,"type,type,type,type,type,type,type,type,required,required,type,type,type,type,type,type,type,type,type,type,type,type",$.template.spec.containers[0].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[0].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[0].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[0].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].env[4].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[0].env[4].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[0].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].livenessProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].livenessProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[0].readinessProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[0].readinessProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[0].startupProbe.tcpSocket.port: object a été trouvé     mais string est attendu$.template.spec.ephemeralContainers[0].startupProbe.tcpSocket.port: object a été trouvé     mais integer est attendu
kb_738_Normalized,17,"type,type,type,type,type,type,type,type,type,type,type,type,type,type,required,required,required",$.template.spec.containers[1].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[1].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[1].lifecycle.preStop.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[1].lifecycle.preStop.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[1].lifecycle.preStop.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[1].lifecycle.preStop.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[3].lifecycle.preStop.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[3].lifecycle.preStop.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[3].lifecycle.preStop.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[3].lifecycle.preStop.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[4].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[4].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[4].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[4].env[3].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[4].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[4].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant$.template.spec.containers[4].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant
kb_821_Normalized,23,"required,required,required,type,type,required,type,type,type,type,required,type,type,type,type,required,type,type,required,required,type,type,required",$.template.spec.containers[0].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].startupProbe.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[2].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[2].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[2].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[2].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[2].startupProbe.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[3].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[3].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.containers[3].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.containers[3].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[1].env[0].valueFrom.configMapKeyRef.key est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[1].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[1].env[0].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.ephemeralContainers[1].env[0].valueFrom.secretKeyRef.key est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[1].env[1].valueFrom.configMapKeyRef.key est un champ obligatoire mais manquant    $.template.spec.ephemeralContainers[1].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.ephemeralContainers[1].env[1].valueFrom.resourceFieldRef.divisor: object a été trouvé     mais string est attendu$.template.spec.ephemeralContainers[1].env[1].valueFrom.secretKeyRef.key est un champ obligatoire mais manquant
kb_820_Normalized,35,"type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,required,type,type,type,type,required,type,type,required,type,type,required,type,type",$.template.metadata.managedFields[3].time: object a été trouvé     mais string est attendu    $.template.spec.containers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.initContainers[0].readinessProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.initContainers[0].readinessProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.initContainers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.initContainers[0].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.initContainers[1].readinessProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.initContainers[1].readinessProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.initContainers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.initContainers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.volumes[0].emptyDir.sizeLimit: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].emptyDir.sizeLimit: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].downwardAPI.items[4].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].downwardAPI.items[4].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].projected.sources[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].projected.sources[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].projected.sources[0].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[1].projected.sources[0].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].projected.sources[0].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[3].emptyDir.sizeLimit: object a été trouvé     mais number est attendu    $.template.spec.volumes[3].emptyDir.sizeLimit: object a été trouvé     mais string est attendu    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[2].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[2].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[3].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[3].projected.sources[2].downwardAPI.items[3].resourceFieldRef.divisor: object a été trouvé     mais number est attendu$.template.spec.volumes[3].projected.sources[2].downwardAPI.items[3].resourceFieldRef.divisor: object a été trouvé     mais string est attendu
kb_485_Normalized,8,"required,required,required,required,type,type,required,required",$.template.spec.containers[0].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.httpGet.port est un champ obligatoire mais manquant$.template.spec.containers[0].startupProbe.tcpSocket.port est un champ obligatoire mais manquant
kb_484_Normalized,40,"type,type,type,type,type,type,type,type,type,type,type,type,required,type,type,required,required,type,type,required,type,type,required,required,type,type,type,type,type,type,required,required,type,type,required,type,type,required,type,type",$.template.spec.containers[0].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].livenessProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].livenessProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].livenessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[0].startupProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[2].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[2].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[2].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[2].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[2].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[3].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[3].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[4].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[4].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[4].lifecycle.postStart.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.containers[4].lifecycle.preStop.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[4].lifecycle.preStop.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[4].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.containers[4].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.ephemeralContainers[1].readinessProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[1].startupProbe.tcpSocket.port: object a été trouvé     mais integer est attendu    $.template.spec.ephemeralContainers[1].startupProbe.tcpSocket.port: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].projected.sources[0].downwardAPI.items[0].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].projected.sources[0].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].projected.sources[0].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].projected.sources[0].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[0].projected.sources[0].downwardAPI.items[2].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].projected.sources[1].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].projected.sources[1].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[0].projected.sources[1].downwardAPI.items[1].fieldRef.fieldPath est un champ obligatoire mais manquant    $.template.spec.volumes[0].projected.sources[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais number est attendu$.template.spec.volumes[0].projected.sources[1].downwardAPI.items[1].resourceFieldRef.divisor: object a été trouvé     mais string est attendu
kb_237_Normalized,18,"type,type,type,required,required,required,required,required,type,type,type,type,type,type,type,type,type,type",$.template.metadata.managedFields[1].time: object a été trouvé     mais string est attendu    $.template.metadata.managedFields[2].time: object a été trouvé     mais string est attendu    $.template.metadata.managedFields[3].time: object a été trouvé     mais string est attendu    $.template.spec.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[0].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.template.spec.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[1].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.template.spec.affinity.podAntiAffinity.preferredDuringSchedulingIgnoredDuringExecution[2].podAffinityTerm.topologyKey est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.postStart.httpGet.port est un champ obligatoire mais manquant    $.template.spec.containers[0].lifecycle.postStart.tcpSocket.port est un champ obligatoire mais manquant    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais string est attendu    $.template.spec.containers[0].startupProbe.httpGet.port: object a été trouvé     mais integer est attendu    $.template.spec.volumes[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].downwardAPI.items[0].resourceFieldRef.divisor: object a été trouvé     mais number est attendu    $.template.spec.volumes[0].emptyDir.sizeLimit: object a été trouvé     mais string est attendu    $.template.spec.volumes[0].emptyDir.sizeLimit: object a été trouvé     mais number est attendu    $.template.spec.volumes[1].emptyDir.sizeLimit: object a été trouvé     mais string est attendu    $.template.spec.volumes[1].emptyDir.sizeLimit: object a été trouvé     mais number est attendu    $.updateStrategy.rollingUpdate.maxUnavailable: object a été trouvé     mais string est attendu$.updateStrategy.rollingUpdate.maxUnavailable: object a été trouvé     mais integer est attendu
